Date,Open,High,Low,Close,Adj Close,Volume
2023-01-13,1530563.375000,1622795.000000,1525654.375000,1618351.750000,1618351.750000,2375559490374
2023-01-14,1618430.000000,1713103.625000,1618209.875000,1705051.125000,1705051.125000,3167482735662
2023-01-15,1705147.500000,1706469.500000,1675031.750000,1697291.125000,1697291.125000,1568666792210
2023-01-16,1697407.000000,1743828.125000,1691450.875000,1728560.875000,1728560.875000,2187683497767
2023-01-17,1729067.125000,1749340.750000,1713337.875000,1725208.625000,1725208.625000,2038142243585
2023-01-18,1725170.375000,1750351.125000,1672095.000000,1684816.625000,1684816.625000,2443545492916
2023-01-19,1684650.875000,1719039.750000,1684539.750000,1713092.125000,1713092.125000,1718458429206
2023-01-20,1712976.625000,1837542.000000,1698141.500000,1836262.125000,1836262.125000,2332047519924
2023-01-21,1836333.000000,1885317.250000,1822923.875000,1844446.750000,1844446.750000,2627054048674
2023-01-22,1844476.000000,1867047.500000,1812888.250000,1839764.125000,1839764.125000,2003815115913
2023-01-23,1839818.625000,1883296.375000,1844581.125000,1868886.500000,1868886.500000,2160962311356
2023-01-24,1868495.125000,1887761.000000,1840107.625000,1847184.625000,1847184.625000,2154710459614
2023-01-25,1847412.875000,1933419.875000,1828404.000000,1884173.750000,1884173.750000,2500947847243
2023-01-26,1883447.875000,1895368.000000,1867259.000000,1875915.125000,1875915.125000,2146726242763
2023-01-27,1875747.250000,1908743.250000,1846088.625000,1881252.000000,1881252.000000,2069111055393
2023-01-28,1881352.750000,1888357.500000,1867427.250000,1877392.000000,1877392.000000,1199332448929
2023-01-29,1877421.250000,1949843.000000,1873640.625000,1937945.500000,1937945.500000,2235397687370
2023-01-30,1937952.250000,1939150.250000,1848407.875000,1863300.875000,1863300.875000,2219435207024
2023-01-31,1863354.375000,1899193.625000,1857217.375000,1892068.125000,1892068.125000,1867418487396
2023-02-01,1891949.625000,1941824.250000,1875011.875000,1938482.375000,1938482.375000,2180303643133
2023-02-02,1938241.625000,1977495.375000,1925507.625000,1925776.375000,1925776.375000,2630968424860
2023-02-03,1925574.750000,1948285.125000,1919749.000000,1934372.000000,1934372.000000,2234125447844
2023-02-04,1934124.500000,1943228.000000,1921378.500000,1924659.250000,1924659.250000,1290095901946
2023-02-05,1924692.250000,1932214.375000,1884231.625000,1890522.125000,1890522.125000,1611221909551
